ID,Usuário,Tweet,Seguidores,Polaridade,Subjetividade,Sentimento
4598394496,gustavogosta,"Puta que o pariu, tem um filho da puta fazendo campanha num som alto do caralho falando da derrota da esquerda, vai se fuder.",946,-0.019999999999999997,0.52,Negativo
1131891467239219201,fckbooo,@reggiesart @Torronelinda Ele é um filho da puta do caralho Vai se fude Eu só queria meia hora de soco na cara do D… https://t.co/PlPJoRT7r2,309,-0.3888888888888889,0.5222222222222223,Negativo
1154493222946779137,jajairado,"@jotamaranhaoo Man, pare pfvr, se não eu vou pra essa porra e vc vai ter que dá uma sugada SEU FILHO DE UMA PUTA",107,-0.2,0.8,Negativo
1313257756825128960,LucasAn86633811,"@CarlosBolsonaro Mas pq vai chutar algo que é verdadeiro seu filho da puta, na internet é machão na hora de encarar… https://t.co/1We2MVsNbm",1,0.35,0.65,Negativo
1247683713976225793,brocolis67,"que porra de baleia azul caralho, ninguém vai me mandar me matar não, toma no cu so as vozes da minha cabeça tem es… https://t.co/5p6ClrNGl1",21,0.0,0.1,Neutro
3296413939,Gabriel00231213,"@yetz1 Filho da puta ainda saiu rindo, enquanto o karsa saiu chorando pra krl . Jogador que é eliminado assim é não… https://t.co/FaDhuAxB3h",19,-0.1,0.3,Negativo
960930153642815488,almeidinhxs,Não existe coisa que me deixa mais puta do que homem espancando mulher VAI SE FUDER bando de FILHO DA PUTA,815,0.04999999999999999,0.55,Negativo
992215489307906048,huwflepuff,"esse papo de “o cliente sempre tem razão” é um saco, povo acha que pode fazer o que quiser e falar o que quiser que… https://t.co/IEps0LdnyJ",1086,-0.007142857142857145,0.4178571428571428,Neutro
1296860455416233985,nipackin,"@PINKBABYSHY eu disse que vai ser filho da puta sim tem gente que se preocupa com vc, vc vai só sumir sem dar notic… https://t.co/m9tGA8AErv",26,0.0,0.0,Neutro
1009908806640381958,smithereenszz,"@VickAOpressora É impressionante como você fala merda, cara. Você só mexe esses teus dedos pra escrever bosta, puta… https://t.co/lKAKzY0CIT",305,0.0666666666666667,0.8333333333333334,Negativo
2485897495,thebadposts,a velho vai toma no cu filha da puta o Ed Sheeran é um dos maiores compositores que existem com um dos melhores álb… https://t.co/iky2sjSrQc,2778,0.7000000000000001,0.5,Negativo
1293661585194590208,aomondai,"imagina vc SER um FILHA DA PUTA QUE FICA FAZENDO PIADA COM A MORTE DE UM CARA, ""aI DeVe Só Ter TrAvAdO""   VAI SE FU… https://t.co/rE53r8fptA",115,0.0,1.0,Neutro
168733993,FernandoKalango,"""Tu quer que eu baixe na canetada? Você quer que eu tabele? Se você quer que eu tabele, eu tabelo. Mas você vai com… https://t.co/w0npJUMLC7",350,0.0,0.0,Neutro
980511631162728448,kra_yoh,namore comigo e ganhe um filho da puta chato feio artogante que não sabe demontrar sentomentos vai terminar contigo… https://t.co/xOAolIefjF,666,-0.7999999999999999,1.0,Negativo
319851442,shmlessz,a puta que pariu nao aguento mais sofrer vai se fuder eu faço isso cmg pq eu gosto DA DOR https://t.co/Z6A31we30D,7864,0.04999999999999999,0.55,Negativo
1290701590333194240,VItorPK807,"RAPEIZE, ESSE NEGOCIO DE BALEIA AZUL É O CARALHO, VAI TOMAR NO CU SE VIM COM NEGOCIO DE BALEIA PRA MIM, QUERO VER F… https://t.co/tdNAH1luJY",1,-0.3,0.45,Negativo
890959727462686724,manipuliara,"Dica se hoje: n seja gado de mulher preta que reproduz racismo, ela continua sendo uma filha da puta é tu, preto, q… https://t.co/NghDAVntwn",419,-0.16666666666666666,0.43333333333333335,Neutro
1245095481669226501,ziggyreborn1,@DireitaBrasil @jdoriajr Os paulista tem mais que tomar no cu mesmo. Tomara que o estado ainda ganhe o processo. Va… https://t.co/XdKwv9VSHc,167,0.4,0.35,Negativo
1203817123484700672,tailjnha,o jogo é so as 18h15???????? ????? vao se fude nessa porra vai toma no cu nessa porra quem inventou de ter jogo qua… https://t.co/IV0KQVfOHT,110,-0.26666666666666666,0.6666666666666666,Negativo
891457244671430656,AghataG18,FILHA DA PUTA LINDA DO CARALHO OLHA SÓ PRA ESSA BELEZA MEUS AMIGOS TOMA NO CU QUE BELEZA DIVINA PELO AMOR DE DEUS S… https://t.co/ypjbdczK0h,304,0.033333333333333326,0.7333333333333334,Positivo
