ID,Usuário,Tweet,Seguidores,Polarity,Subjectivity,Sentimento
3025690539,MtZinn_,"tnc filha da puta linda do caralho vai se fuder, a beleza dela me deixa bobo puta que pariu",1631,-0.01666666666666668,0.8250000000000001,Negativo
970357205605257216,Jonathandaroc17,"@Gremio @ACGOficial Time medíocre técnico burro imbecil, jogadores vagabundos bando de lixo, dirigentes de merda qu… https://t.co/mm2rqPcB4v",2,-0.2916666666666667,0.5333333333333333,Negativo
735556830827581442,_kaisoul_,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,750,-0.55,0.8,Negativo
780269477770457088,_intrebartoli,"Não da com esse cara véi, vai se foder gostoso do caralho puta que pariu https://t.co/ZwHAYS5Ys8",1113,-0.10000000000000002,0.6666666666666666,Negativo
947517693607010306,EXOT0WN,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,3701,-0.55,0.8,Negativo
860177009300975619,curlsshine,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",3890,0.5,0.5,Positivo
1302286525175128070,Elisaaabe,"RT @matgrandinetti: namoral se você acha que uma criança de 10 anos estuprada pelo tio deve seguir com a gravidez, vai se foder filha da pu…",10,-0.4,0.6,Negativo
1207453013998284800,ggukIight,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",1151,0.5,0.5,Positivo
1191147619298500609,WonhoColour,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",2458,0.5,0.5,Positivo
820096156650897408,byuncarrd,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,5295,-0.55,0.8,Negativo
1247042857925574656,glorinhw,eu: puta merda vai se foder que odio do caralho egua nao que odio espero que morra também  @Rickmalheiros_ : KKKKKK… https://t.co/Q4EQuwScxS,59,-0.55,0.7999999999999999,Negativo
1268995418970566656,_paulobaptista,“ah mas não dá pra apagar o que o técnico fez pelo time” NÃO DÁ PRA APAGAR O CARALHO QUE SE FODA O MAZOLA TAMBÉM TE… https://t.co/55m2xGAjLD,134,-0.6,0.8,Negativo
2920359089,tiopep_,"RT @24Magnificos: ""Puta que pariu esse cara, pensa que tem o rei na barriga esse filho da mãe"". O que disse o pres. do Corinthians expressa…",1434,0.0,0.0,Neutro
712986279953178624,elfoelf4,nossa vai se fuder cliente filha da puta velho namoral que merda que porra,234,-0.16,0.64,Negativo
1296323111730782208,xxiuminseokim,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,369,-0.55,0.8,Negativo
1281774680064569344,DashiReformed,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",131,-0.3333333333333333,0.6666666666666666,Negativo
1301188716430491649,gigi_nature,"RT @isa_abdalla: Espero que ela veja esse tweet e a carapuça sirva, vai se fuder A PANDEMIA NÃO ACABOU SEUS FILHA DA PUTA",21,-0.4,0.6,Negativo
1221916279944237057,seokjingotic,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",6231,0.5,0.5,Positivo
1265809173968760833,caralhodetector,"RT @unostar_17: o twitter me limitou por xingar um neonaziKKKKKKKKKKK  que plataforma de merda  vai se fuder neonazi de merda, chorão do ca…",153,-0.31785714285714284,0.5857142857142856,Negativo
1298301638235611136,unostar_17,"o twitter me limitou por xingar um neonaziKKKKKKKKKKK  que plataforma de merda  vai se fuder neonazi de merda, chor… https://t.co/CetNiHE4Ko",42,-0.31785714285714284,0.5857142857142856,Negativo
1201721444629131264,Lua_MoonLB,"@Another___Wind Garoto se eu te pego eu sento tanto nesse seu pau rosado, vc vai gemer tão alto que o som vai ultra… https://t.co/uccFhHeEft",1043,0.15000000000000002,0.42500000000000004,Positivo
1223337685311524864,ElFabsLima,"Filho da puta cresce comigo, considero um irmão, tem até meu sangue o filho da puta. Aí vai e mete uma dessas, se a… https://t.co/tUefTHRuI7",137,0.0,0.0,Neutro
1230193300902219776,sealoey,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,1589,-0.55,0.8,Negativo
1117248246349533184,sun2yang,Vai pra porra não vou responder nenhum marmanjo que me bloqueou por 2 dias vou fingir que morri por 1 semana pra el… https://t.co/f1PB6X7eCm,835,-0.4,0.6,Negativo
1261046172518699013,hasabnada,"corona não vai tão cedo embora, se preparem pra ficar em casa pro resto de suas vidas( pra quem tá cumprindo a quar… https://t.co/5YYi4G8ga5",44,0.2,0.5,Positivo
1210802104849195008,lwba06,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",144,-0.3333333333333333,0.6666666666666666,Negativo
1066812985795055616,rosiepersona,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",2402,0.5,0.5,Positivo
807908220400451584,ladyfarenheitt,PUTA QUE PARIU MANO VAI SE FUDE OLHA ISSO NÃO TEM COMO UM SER HUMANO ASSIM SER REAL PORRA CARALHO SO PODE SER UM AN… https://t.co/obR62uoAuP,1227,-0.30000000000000004,0.475,Negativo
853992324485058560,PabloLuiz2004,"Na moral, vai tomar no cu, Juiz. Marcou um pênalti pro Internacional sem coerência nenhuma. Quem mais se fodeu no l… https://t.co/lC113spiLt",27,-0.19999999999999998,0.31666666666666665,Negativo
926796998115672066,joonmylight12,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",4458,0.5,0.5,Positivo
892137878930804737,Fe_Rondello,@musoverao @vivendopassado OH VAI TOMAR NO TEU CU EM MALUCO  VAI TOMA NO TEU CU EM O FILHA DA PUTA VAI SE FUDER EM… https://t.co/E9MqeTpHRB,23,-0.5333333333333333,0.7666666666666667,Negativo
965968419085520896,hwngvr,CARALHO CAI TOMAR NO CU FONE DE MERDA FONE FUDIDO ARROMBADO FILHO DA PUTA MAL AMADO DO CARALHO QUE ODIO PORRA VAI S… https://t.co/WJ0vYNDt6i,3382,-0.41428571428571426,0.7285714285714285,Negativo
1260271369025196032,JogadorSenpai,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",310,-0.3333333333333333,0.6666666666666666,Negativo
1068826392,loeybfx,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,1409,-0.55,0.8,Negativo
1161785852831379456,livinhanutri2,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",72,-0.3333333333333333,0.6666666666666666,Negativo
1188872349120159745,tetevcr,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",4960,0.5,0.5,Positivo
1288657789624242184,lucas82406898,"@nobru @Anitta ANITA NUNCA FALOU DO FF É NUNCA CITOU O NOME, É AGORA DO NADA ELA VIRÁ UMA INFLUENCIADORA, UM MONTE… https://t.co/HeXMWgml4v",2,0.0,0.0,Neutro
1150879489922129920,TWICEXOluvs,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,7836,-0.55,0.8,Negativo
1182737431013068800,yshrjeong,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",4678,0.5,0.5,Positivo
1188306558490419200,minekkyu,FILHA DA PUTA SEM SPOILER DE CEM CHANCES NA TML VAI SE FODER CARALHO QUE ODIO,42,-0.6,0.7666666666666666,Negativo
1263884375147581442,UTSBYUN,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,484,-0.55,0.8,Negativo
3765334589,viczahir,"VAI TODO MUNDO SE FODER, TOMAR NO OLHO DO CU, IR PRA CASA DO CARALHO, PRA PUTA QUE PARIU!  PORRA CARALHO, A GENTE Q… https://t.co/2XvQDTDxFq",129,-0.475,0.65,Negativo
1248991202374029314,vangtaes,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",474,0.5,0.5,Positivo
1041177131848364032,N40M1__,enfia no cu que ódio te odeio fodase se nao for verdade eu te odeio te odeio que ódio vai se fuder filha da puta do caralho,1029,-0.621875,0.79375,Negativo
516616214,_desejoinsano,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",2726,-0.3333333333333333,0.6666666666666666,Negativo
3002411795,MYGry666,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",66,0.5,0.5,Positivo
1285239295440236549,xxniconiconii,o rock lee chegou DO NADA no meio da batalha vai se fuder que filho da puta desgracado de perfeito,33,0.19999999999999998,0.5333333333333333,Positivo
1260578358913576960,Bgpinksoul,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",5313,0.5,0.5,Positivo
2856964281,luvsjaeminct,terminei o mapa etc mas quero deixar um recado pro dono q fez ele. . .  VAI TOMAR NO CU SEU FILHO DA PUTA DESGRÇADD… https://t.co/XK7Gqz7C1y,2191,0.0,0.0,Neutro
1232713020763144199,petittgi,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",1672,0.5,0.5,Positivo
1188707145170247681,yarwq,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",223,0.5,0.5,Positivo
1256205127217827842,itztonight,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",1724,0.5,0.5,Positivo
1262506577363374086,DayLimaSantos2,RT @iasmymy: FILHA DA PUTA ARROMADO DESGRAÇA DO CARALHO VAI SE FUDER SEU FILHO DA MAE TOMARA QUE QUEBRE SEU CELULAR DESGRAÇA ÓDIO DE UMA PR…,26,-0.5333333333333333,0.7333333333333334,Negativo
1237797988195590145,StefaneCamille2,"Quase fui atropelada por um inconsequente do caralho, se tá bebado não dirige seu filho da puta do caralho. Nego qu… https://t.co/y1yDwr5bZI",82,-0.5666666666666668,0.8666666666666667,Negativo
971189712965824512,pintoreidelxs,@Ryansouzaaaa @BorrachosDoSul VAI SE FUDER SEU FILHO DA PUTA TIRA A CAMISA DO INTER QUE TU NÃO MERECE USAR,730,-0.5,0.7,Negativo
1277647478175776768,Harley0721,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",1631,0.5,0.5,Positivo
2356821894,heroft_,"será que se eu falar “vai tomar no seu cu, filho da puta, mimado, que acha que o mundo tá nos Deus pés quando na re… https://t.co/j9rNynJdYS",2995,0.0,0.0,Neutro
1634703847,renanffc7,"@fjuniorffc Já me prometi isso mil vezes, mas não tem como, vai se fuder na moral que time e treinador filho da puta!",566,-0.5,0.6,Negativo
1125050186051538944,matheeuspc_,@SCInternacional @Brasileirao @LibertadoresBR DO QUE ADIANTA SER LÍDER SEU FILHA DA PUTA SE TU SE@PRE CAGA NA PORRA… https://t.co/qS42FveqiA,672,-0.2,0.8,Negativo
1286596887328501760,pinkkugirl,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",892,0.5,0.5,Positivo
837118126609346562,Deborahportes2,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",599,-0.3333333333333333,0.6666666666666666,Negativo
1075811279841959947,strawbbaeky,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,1150,-0.55,0.8,Negativo
1089374812454162432,lalisafilteruby,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",619,0.5,0.5,Positivo
1160749265125367813,DeLastAssEater,"@santacarolzinha @EspagueteDeMae ""se ela não entende as próprias atitudes, não vai entender meus motivos."" lógico q… https://t.co/lkoMIlQehY",204,0.425,0.625,Positivo
1218230920106385409,seliveIy,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,762,-0.55,0.8,Negativo
4441392315,w4nd3r1ust_,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,389,-0.55,0.8,Negativo
1130567581264429056,exopalette,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,4009,-0.55,0.8,Negativo
1262949108475707394,jeonsvital,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",2762,0.5,0.5,Positivo
1224440075276169216,maendgame,"NOSSA PUTA QUE PARIU   Reclama que a gente shippa kiribaku e tododeku pq ""é cLaRaMEnTe sÓ uMa aMiZAdE"" mas enquanto… https://t.co/VXi9vwQLsC",2911,-0.4,0.6,Negativo
1183939579600146433,Anormal0710,@FluminenseFC Vai se fuder filha da puta Vai tomar no olho do seu cu Maluco deixa a porra de um velho de 39 anos jo… https://t.co/MFGwL3c4gO,60,-0.3,0.5333333333333333,Negativo
1254866807212707840,guara_ffc,"@FluminenseFC Vai tomar no cu porra, cambada de filho da puta tão achando que essa porra é bagunça, Odair tem que e… https://t.co/StdX2jfAhG",56,-0.175,0.175,Negativo
2721092763,Azevedo_II,Vai toma no cu vai se fuder filho da puta que Loko burro do caralho juvenil,1380,-0.5,0.7,Negativo
1204586372654419968,madisonlifes,"""mesmo que a culpa não fosse dela foi bom ter apanhado pra que DA PRÓXIMA VEZ ela conte para mim e que isso NÃO ACO… https://t.co/8SqkEIBKFv",876,0.35,0.30000000000000004,Positivo
1100500026084810753,FeBodner,"RT @sippelcc: @SCInternacional vai te fude meu, vai toma no teu cu seu filho da puta do caralho, para de estragar o final de semana dos out…",100,-0.5,0.7,Negativo
1222212110790340609,caetams,"EU FALEI, O INTER GANHA DO BARCELONA MAS PIPOCA CONTRA NANICO, VAI SE FUDER @SCInternacional SEU TIME DE MERDA, DEM… https://t.co/DaU2OLLSzx",425,-0.10000000000000002,0.5333333333333333,Negativo
788946456740786176,pedrogamer553,@InterDD Eu deixaria esse filho da puta a temporada inteira sem joga vai se fudeee o cara tomo um amarelo antes daí… https://t.co/9IJ0HgVUu0,4,-0.1,0.4,Negativo
1284571566634946561,Mergzjr,RODINEI É UM FDP ESSE CARALHO SE APOSENTA SEU CORNO TNC INFANTIL DA PUTA QUE PARIU,3,-0.4,0.6,Negativo
1129955328362201088,Alessandro_mdc,Vai se fude esse Rodinei me diz cm o técnico n vê que esse filho da puta n joga merda nenhuma!?,60,-0.325,0.7,Negativo
2874997434,phbarbalhoffc,"@FluminenseFC Vai tomar no cu Odair, Mário Bittencourt, vocês estão fudendo com o Fluminense, vocês não passam de u… https://t.co/9kRwuN3xWt",356,-0.6,0.8,Negativo
3165628570,weare_chogiwa,"RT @agroexo: Vive pra falar mal do exo, exols, e na conta não tem um ""a"" sobre nenhum trabalho dos meninos MAS É EXOL SIM ÓBVIO QUE É SE VO…",667,-0.25,0.75,Negativo
1292887514,ctdatrp,@FluminenseFC Vai tomr no cu cambada de filho da puta tem que geral se fuder nessa porra ai seus vermes,1416,-0.3333333333333333,0.6666666666666666,Negativo
2874997434,phbarbalhoffc,"Vai tomar no cu Odair, Mário Bittencourt, vocês estão fudendo com o Fluminense, vocês não passam de um bando de fil… https://t.co/QUHg7JavOD",356,-0.6,0.8,Negativo
1019308366361972736,marcelleocs,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",267,-0.6666666666666666,0.7999999999999999,Negativo
1098031460534140928,wxjacy,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",922,-0.6666666666666666,0.7999999999999999,Negativo
967239586178052096,yasdfm,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",2687,-0.6666666666666666,0.7999999999999999,Negativo
4799288613,naayLimaa2,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",1401,-0.6666666666666666,0.7999999999999999,Negativo
902697926,baterajesse,VAI TOMAR NO CU RODINEI PUTA Q PARIU QUE CARA INÚTIL SE FUDER MANO QUE FILHA DA PUTA,323,-0.5,0.5333333333333333,Negativo
